species,pop,author,lat,lon,num_individuals,num_loci,gene_diversity,global_fst,popden,poplvlsd,adult_mass_g,site_PET_mm_yr,PET_mean,AET_mean,lc_5kSI,lc_20kSI,lc_50kSI,lc_100kSI
Lynx_canadensis,Marrotte_L27,Marrotte,49.121184,-86.336411,27,14,0.736958,0.00559,1.039999962,48,9770,713.1202873,655.4722,354.600518,0.705815402,0.745364715,0.758815953,0.764907062
Lynx_canadensis,Marrotte_L28,Marrotte,48.239632,-84.842637,35,14,0.748632,-0.004858,1.039999962,49,9770,724.291439,655.4722,354.600518,0.650979603,0.68732762,0.718308025,0.734962533
Lynx_canadensis,Marrotte_L3,Marrotte,49.616064,-81.453503,27,14,0.722789,0.026651,1.039999962,44,9770,724.4692443,655.4722,354.600518,0.737717417,0.73879939,0.752332643,0.76277002
Lynx_canadensis,Marrotte_L4,Marrotte,48.290753,-82.873938,23,14,0.736302,0.005041,1.039999962,47,9770,755.3745455,655.4722,354.600518,0.609590449,0.660915157,0.678320663,0.714127926
Lynx_canadensis,Marrotte_L5,Marrotte,47.553187,-82.967045,22,14,0.718371,0.017697,1.039999962,49,9770,781.2973978,655.4722,354.600518,0.715535923,0.667555947,0.697071383,0.748749471
Lynx_canadensis,Marrotte_L6,Marrotte,49.872743,-93.072653,24,14,0.72329,0.014608,1.719999949,45,9770,787.8882979,655.4722,354.600518,0.808605196,0.78198632,0.792684054,0.821539384
Lynx_canadensis,Marrotte_L7,Marrotte,50.105475,-86.472718,35,14,0.733319,0.003618,1.039999962,43,9770,692.2611012,655.4722,354.600518,0.75275351,0.732144838,0.764252189,0.789302237
Lynx_canadensis,Marrotte_L8,Marrotte,47.546454,-81.543371,15,14,0.710092,0.015433,1.039999962,48,9770,769.1933086,655.4722,354.600518,0.761412055,0.74621811,0.738971456,0.7496653
Lynx_canadensis,Marrotte_L9,Marrotte,50.049327,-84.228735,25,14,0.736602,-0.001623,1.039999962,40,9770,750.0681818,655.4722,354.600518,0.710996284,0.743285813,0.772534707,0.794726264
Lynx_canadensis,Prentice_Labrador,Prentice,54.265,-62.259,21,15,0.739183,-0.012105,1.039999962,35,9770,555.275641,655.4722,354.600518,0.696611916,0.764522188,0.741585265,0.719675251
Lynx_canadensis,Prentice_NewBrunswick,Prentice,46.589,-66.339,15,15,0.656452,0.088734,1.039999962,44,9770,814.1568998,655.4722,354.600518,0.74189372,0.748538253,0.781901417,0.820028752
Lynx_canadensis,Prentice_Newfoundland,Prentice,48.727,-56.025,27,15,0.455879,0.378369,1.039999962,6,9770,717.3772563,655.4722,354.600518,0.791133351,0.81130822,0.832506866,0.840382712
Lynx_canadensis,Prentice_Quebec_north,Prentice,48.164114,-72.944614,328,15,0.744369,0.003945,1.039999962,41,9770,725.7371324,655.4722,354.600518,0.77623394,0.778138276,0.772954905,0.764019605
Lynx_canadensis,Prentice_Quebec_south,Prentice,47.662583,-68.578917,165,15,0.682091,0.087782,4.602500081,41,9770,809.4888476,655.4722,354.600518,0.747160904,0.787365956,0.818117091,0.809169996
Lynx_rufus,1_Reding,Reding,34.75524,-93.49529,32,15,0.755998,0.044769,6.799999873,54,6390,1435.748869,1459.726315,461.230356,0.776370066,0.817227985,0.824584152,0.822581178
Lynx_rufus,10_Reding,Reding,46.32069,-103.09493,29,15,0.747269,0.054056,1.039999962,54,6390,1335.751908,1459.726315,461.230356,0.598958929,0.682873604,0.67396263,0.620373103
Lynx_rufus,11_Reding,Reding,34.34591,-107.40565,14,15,0.766156,0.011963,1.039999962,75,6390,2014.136364,1459.726315,461.230356,0.494366735,0.653299692,0.680833989,0.685086273
Lynx_rufus,12_Reding,Reding,31.79925,-94.6632,14,15,0.758324,0.021286,17.58333302,50,6390,1570.138889,1459.726315,461.230356,0.823979737,0.836953562,0.860292305,0.859661939
Lynx_rufus,13_Reding,Reding,30.79219,-84.13753,31,15,0.74449,0.058944,30.25999928,46,6390,1600.704225,1459.726315,461.230356,0.7571883,0.768977121,0.808921457,0.844857177
Lynx_rufus,14_Reding,Reding,41.1427,-93.79712,111,15,0.75699,0.054349,4.102500081,50,6390,1229.92638,1459.726315,461.230356,0.432511111,0.424895066,0.38005671,0.357325902
Lynx_rufus,15_Reding,Reding,38.34292,-89.28878,20,15,0.7292,0.067693,27.46333345,50,6390,1307.884368,1459.726315,461.230356,0.549106225,0.574297505,0.625515788,0.625626349
Lynx_rufus,16_Reding,Reding,38.69512,-86.77267,32,15,0.706684,0.10718,10.56500006,48,6390,1248.267666,1459.726315,461.230356,0.621746657,0.634565853,0.641934924,0.623209655
Lynx_rufus,17_Reding,Reding,38.87416,-96.71697,65,15,0.74555,0.065452,2.069999933,57,6390,1533.85443,1459.726315,461.230356,0.60296163,0.609218719,0.623673567,0.617584254
Lynx_rufus,18_Reding,Reding,36.69104,-86.89385,32,15,0.741602,0.063147,12.51666673,46,6390,1355.449782,1459.726315,461.230356,0.549694621,0.698652326,0.703403547,0.698051719
Lynx_rufus,19_Reding,Reding,44.66497,-84.88509,17,15,0.635294,0.186044,14.91666698,49,6390,976.4179688,1459.726315,461.230356,0.811691964,0.834668732,0.842075003,0.767390448
Lynx_rufus,2_Reding,Reding,33.89484,-110.93873,56,15,0.778741,0.022876,1.039999962,75,6390,2026.657534,1459.726315,461.230356,0.637921294,0.663185017,0.727024496,0.74856634
Lynx_rufus,20_Reding,Reding,41.79945,-72.71409,16,15,0.660807,0.151749,651.6449966,50,6390,1158.676171,1459.726315,461.230356,0.746955337,0.780677645,0.817423562,0.824647098
Lynx_rufus,21_Reding,Reding,44.84597,-68.39668,22,15,0.640521,0.183893,2.057500005,47,6390,981.253876,1459.726315,461.230356,0.806943916,0.836045472,0.829476633,0.807219052
Lynx_rufus,22_Reding,Reding,46.71737,-94.19438,43,15,0.729307,0.081872,11.08999991,56,6390,949.8579439,1459.726315,461.230356,0.753570724,0.780749014,0.783225162,0.780611587
Lynx_rufus,23_Reding,Reding,32.84969,-89.09338,52,15,0.759184,0.046731,13.18666649,48,6390,1502.675115,1459.726315,461.230356,0.825824009,0.826373744,0.837902944,0.840241128
Lynx_rufus,24_Reding,Reding,45.79912,-110.58483,11,15,0.723967,0.056844,1.039999962,63,6390,1362.580153,1459.726315,461.230356,0.728318976,0.733245568,0.730828185,0.737448783
Lynx_rufus,25_Reding,Reding,40.19813,-121.7622,24,15,0.746817,0.05154,1.039999962,67,6390,1741.081081,1459.726315,461.230356,0.687916711,0.742085073,0.722711272,0.733139585
Lynx_rufus,26_Reding,Reding,40.73307,-98.95279,80,15,0.772926,0.032583,5.892499804,53,6390,1481.985626,1459.726315,461.230356,0.481910046,0.559455479,0.569816293,0.573775656
Lynx_rufus,27_Reding,Reding,41.6288,-115.0192,20,15,0.7379,0.05877,1.039999962,68,6390,1533.969199,1459.726315,461.230356,0.38395115,0.473472016,0.54723353,0.614048682
Lynx_rufus,28_Reding,Reding,45.16572,-120.36348,27,15,0.722612,0.083774,1.039999962,58,6390,1447.227969,1459.726315,461.230356,0.653093031,0.706187098,0.752880279,0.757055764
Lynx_rufus,29_Reding,Reding,47.76591,-115.17049,20,15,0.73125,0.067342,1.039999962,65,6390,1028.685083,1459.726315,461.230356,0.507457717,0.546564276,0.51912438,0.57237344
Lynx_rufus,3_Reding,Reding,34.59744,-78.81521,42,15,0.741585,0.066659,27.44749928,44,6390,1499.45045,1459.726315,461.230356,0.743871034,0.761483913,0.825219986,0.845780412
Lynx_rufus,30_Reding,Reding,43.11127,-99.67661,31,15,0.769262,0.027169,1.039999962,51,6390,1440.654618,1459.726315,461.230356,0.528718027,0.548549757,0.537289587,0.542851075
Lynx_rufus,31_Reding,Reding,39.79218,-93.11392,68,15,0.758287,0.049772,13.13000011,49,6390,1328.392857,1459.726315,461.230356,0.451036186,0.464347583,0.46500139,0.512041902
Lynx_rufus,32_Reding,Reding,33.78353,-98.69973,22,15,0.763532,0.028227,2.069999933,52,6390,2025.236364,1459.726315,461.230356,0.629569943,0.651846966,0.69913365,0.743714189
Lynx_rufus,33_Reding,Reding,40.5123,-118.31883,27,15,0.756037,0.04205,1.039999962,62,6390,1860.210856,1459.726315,461.230356,0.518050665,0.505749927,0.515414738,0.504540544
Lynx_rufus,34_Reding,Reding,45.55491,-123.14852,30,15,0.707822,0.104195,68.2875011,63,6390,1021.901923,1459.726315,461.230356,0.806646703,0.830604919,0.795536345,0.783679117
Lynx_rufus,35_Reding,Reding,41.93382,-75.78977,44,15,0.721084,0.091974,27.41750002,54,6390,1000.93712,1459.726315,461.230356,0.734023375,0.720823389,0.727559581,0.745343376
Lynx_rufus,36_Reding,Reding,37.11679,-100.82674,28,15,0.78448,0.006684,1.039999962,56,6390,2000.266234,1459.726315,461.230356,0.596541274,0.61785071,0.614202219,0.629774444
Lynx_rufus,37_Reding,Reding,33.87046,-117.91871,29,15,0.736623,0.067906,3149.454895,55,6390,1941.446712,1459.726315,461.230356,0.55506444,0.746163395,0.744637291,0.735994117
Lynx_rufus,38_Reding,Reding,37.57079,-91.4812,49,15,0.764796,0.03902,4.110000134,51,6390,1369.050109,1459.726315,461.230356,0.506947823,0.544746236,0.598843389,0.66747453
Lynx_rufus,39_Reding,Reding,43.20339,-119.93717,18,15,0.754686,0.03426,1.039999962,61,6390,1476.383234,1459.726315,461.230356,0.19336048,0.34344477,0.526368556,0.604947229
Lynx_rufus,4_Reding,Reding,44.93476,-116.27685,25,15,0.736352,0.065086,1.039999962,65,6390,1159.381044,1459.726315,461.230356,0.619314303,0.671046224,0.696969928,0.712670383
Lynx_rufus,40_Reding,Reding,26.26998,-81.35788,25,15,0.711495,0.096501,4.110000134,33,6390,1794.421569,1459.726315,461.230356,0.521814335,0.699515463,0.741463001,0.680440066
Lynx_rufus,41_Reding,Reding,37.79932,-116.90372,29,15,0.756618,0.042049,1.039999962,62,6390,2165.590022,1459.726315,461.230356,0.190677118,0.287795126,0.485530371,0.578069228
Lynx_rufus,42_Reding,Reding,29.06472,-99.31379,11,15,0.77808,-0.014656,5.110000134,48,6390,1973.83848,1459.726315,461.230356,0.475548919,0.671489761,0.702631426,0.708779864
Lynx_rufus,43_Reding,Reding,38.17877,-93.7482,26,15,0.735005,0.067332,7.090000153,50,6390,1430.958785,1459.726315,461.230356,0.652119225,0.590640403,0.578274868,0.592332796
Lynx_rufus,44_Reding,Reding,43.5126,-123.39656,27,15,0.714491,0.09436,10.14250016,65,6390,1209.872763,1459.726315,461.230356,0.7032784,0.676747357,0.696136578,0.72530458
Lynx_rufus,45_Reding,Reding,46.18883,-86.5668,14,15,0.70119,0.095744,2.069999933,49,6390,930.0019048,1459.726315,461.230356,0.719979172,0.732189835,0.656761295,0.657239188
Lynx_rufus,46_Reding,Reding,40.71948,-110.80754,31,15,0.757533,0.042427,1.039999962,70,6390,1192.528067,1459.726315,461.230356,0.705968536,0.738764087,0.744306001,0.705061591
Lynx_rufus,47_Reding,Reding,37.8435,-81.90709,41,15,0.763774,0.038306,28.7125001,59,6390,1183.356371,1459.726315,461.230356,0.305669871,0.376150735,0.464605925,0.533868388
Lynx_rufus,48_Reding,Reding,43.84989,-72.35031,27,15,0.666148,0.155345,19.07500076,54,6390,925.3417969,1459.726315,461.230356,0.766426565,0.776816453,0.796833923,0.819187643
Lynx_rufus,49_Reding,Reding,45.79787,-90.34871,65,15,0.736043,0.077233,5.872500062,52,6390,897.332696,1459.726315,461.230356,0.695554292,0.740274563,0.795934576,0.815618391
Lynx_rufus,5_Reding,Reding,39.33188,-115.68208,22,15,0.749725,0.046002,1.039999962,65,6390,1860.317125,1459.726315,461.230356,0.394453244,0.438986568,0.474226029,0.463939342
Lynx_rufus,50_Reding,Reding,40.92053,-78.66702,16,15,0.710997,0.083546,10.90499973,52,6390,1064.96281,1459.726315,461.230356,0.703677319,0.663218904,0.650689927,0.687590588
Lynx_rufus,51_Reding,Reding,30.93579,-104.11531,15,15,0.76237,0.019267,1.039999962,81,6390,2359.317647,1459.726315,461.230356,0.599917969,0.406079132,0.343248663,0.315895485
Lynx_rufus,52_Reding,Reding,42.91715,-106.47539,15,15,0.750937,0.033797,8.395000219,59,6390,1573.940476,1459.726315,461.230356,0.471008253,0.48161962,0.509498776,0.546169842
Lynx_rufus,6_Reding,Reding,38.96012,-108.49161,50,15,0.735482,0.075294,1.039999962,73,6390,1785.480932,1459.726315,461.230356,0.706508372,0.70208926,0.688131089,0.69526563
Lynx_rufus,7_Reding,Reding,35.51455,-96.51568,13,15,0.760821,0.015797,6.595000148,51,6390,1681.966592,1459.726315,461.230356,0.700737454,0.704288605,0.744250129,0.759338767
Lynx_rufus,8_Reding,Reding,37.33356,-110.10476,16,15,0.746615,0.041602,1.039999962,68,6390,1906.430736,1459.726315,461.230356,0.305435981,0.415438719,0.405474599,0.468517703
Lynx_rufus,9_Reding,Reding,31.67227,-100.616,22,15,0.788292,-0.003073,5.110000134,50,6390,2225.615925,1459.726315,461.230356,0.704343649,0.681381124,0.701108946,0.710499435
Lynx_rufus,E405,Serieys,34.12287,-118.4179,49,9,0.61584,0.153907,3540.400085,53,6390,1969.472973,1459.726315,461.230356,0.673218374,0.754394211,0.755882783,0.756542509
Lynx_rufus,Janecka_bobcat_ANWR,Janecka,28.24468,-96.8569,30,10,0.729483,0.058541,5.090000153,49,6390,1737.572368,1459.726315,461.230356,0.726034221,0.694829132,0.704609139,0.729659772
Lynx_rufus,Janecka_bobcat_Brooks,Janecka,27.0273,-98.22131,7,10,0.74881,-0.023333,1.039999962,53,6390,1944.59322,1459.726315,461.230356,0.67627189,0.731013896,0.775283473,0.778672369
Lynx_rufus,Janecka_bobcat_LANWR,Janecka,26.22919,-97.34732,17,10,0.761932,0.005898,35.50500011,49,6390,1759.370629,1459.726315,461.230356,0.757180923,0.717364474,0.681415123,0.672027616
Lynx_rufus,Janecka_bobcat_LRGV,Janecka,26.18674,-97.84973,16,10,0.687131,0.102488,114.0966695,51,6390,1879.884804,1459.726315,461.230356,0.401519197,0.743525688,0.800848651,0.775758299
Lynx_rufus,Janecka_bobcat_Welder,Janecka,28.12128,-97.44203,21,10,0.751674,0.020365,6.887500048,50,6390,1807.63747,1459.726315,461.230356,0.721524067,0.759248687,0.764157502,0.776013166
Lynx_rufus,Lee_CPH,Lee,33.914533,-117.69848,11,17,0.697132,-0.00158,468.7675018,58,6390,1962.760181,1459.726315,461.230356,0.578078314,0.763915299,0.744961221,0.741445338
Lynx_rufus,Lee_NIR,Lee,33.759084,-117.700812,45,17,0.727756,-0.009266,784.3533452,57,6390,1899.536199,1459.726315,461.230356,0.670534665,0.761129669,0.746434967,0.734478727
Lynx_rufus,Lee_SJHEast,Lee,33.613733,-117.785421,29,17,0.564034,0.212907,939.355011,53,6390,1768.5,1459.726315,461.230356,0.705507678,0.714162167,0.726764005,0.717397989
Lynx_rufus,Lee_SJHWest,Lee,33.56548,-117.778204,21,17,0.661731,0.070361,1265.790039,53,6390,1741.624595,1459.726315,461.230356,0.686633388,0.699895319,0.719851073,0.7125324
Lynx_rufus,N101BDM,Serieys,34.18711,-118.80189,141,9,0.729474,0.0045,340.5049973,51,6390,1961.785068,1459.726315,461.230356,0.755781272,0.750228326,0.754396512,0.752873684
Lynx_rufus,N101PM,Serieys,34.178,-118.79339,51,9,0.669503,0.080531,340.5049973,51,6390,1961.323529,1459.726315,461.230356,0.754630814,0.748107822,0.752139179,0.7515007
Lynx_rufus,S101,Serieys,34.11722,-118.74851,124,9,0.726221,0.008417,252.3400002,53,6390,1917.920635,1459.726315,461.230356,0.736562564,0.729766205,0.736371289,0.74097351
Martes_americana,Koen_1,Koen,49.094394,-88.906357,27,12,0.65387,-0.007776,1.039999962,48,882,766.0144144,709.474188,366.809547,0.68237058,0.740057941,0.738363627,0.754163217
Martes_americana,Koen_10,Koen,49.178466,-86.307221,22,12,0.59996,0.068391,1.039999962,48,882,715.8902878,709.474188,366.809547,0.716206653,0.743974525,0.761423911,0.769286652
Martes_americana,Koen_11,Koen,49.330748,-85.251229,23,12,0.658507,-0.003734,1.039999962,46,882,732.672043,709.474188,366.809547,0.73794124,0.735400986,0.739979172,0.767054177
Martes_americana,Koen_12,Koen,49.691977,-84.986496,24,12,0.64983,0.003618,1.039999962,44,882,732.6168717,709.474188,366.809547,0.759442563,0.7388747,0.751900745,0.772439307
Martes_americana,Koen_13,Koen,49.156003,-84.097061,22,12,0.668867,-0.021464,1.039999962,45,882,741.935368,709.474188,366.809547,0.731374686,0.697335419,0.707349716,0.739181819
Martes_americana,Koen_14,Koen,47.287994,-82.833615,23,12,0.634802,-0.010623,1.039999962,49,882,779.8574074,709.474188,366.809547,0.678177501,0.695285282,0.716052216,0.764960704
Martes_americana,Koen_15,Koen,47.358463,-82.913938,22,12,0.607874,0.043791,1.039999962,49,882,780.1802974,709.474188,366.809547,0.685974117,0.684530364,0.710190841,0.761948871
Martes_americana,Koen_16,Koen,49.015185,-80.695659,25,12,0.654496,0.000162,1.039999962,42,882,730.5313059,709.474188,366.809547,0.762306078,0.763561347,0.760697554,0.757519032
Martes_americana,Koen_17,Koen,48.862838,-80.566389,21,12,0.631402,0.031527,1.297499955,44,882,735.8345455,709.474188,366.809547,0.788955275,0.763985174,0.76439813,0.758906006
Martes_americana,Koen_18,Koen,49.252883,-81.342209,27,12,0.667702,-0.018322,1.039999962,43,882,729.3783784,709.474188,366.809547,0.729783697,0.742713667,0.755178507,0.761832963
Martes_americana,Koen_19,Koen,47.654372,-80.214346,16,12,0.601591,0.052219,1.039999962,44,882,775,709.474188,366.809547,0.777218783,0.750606029,0.763843183,0.771361671
Martes_americana,Koen_2,Koen,51.180859,-93.938704,47,12,0.650248,0.00752,2.063333352,43,882,755.6062176,709.474188,366.809547,0.748978704,0.764423208,0.779090816,0.787983594
Martes_americana,Koen_20,Koen,47.806404,-79.63384,15,12,0.605139,0.052713,1.297499955,43,882,774.9503676,709.474188,366.809547,0.774144877,0.754651081,0.762766725,0.774741864
Martes_americana,Koen_21,Koen,49.050151,-87.03604,25,12,0.6448,-0.004257,1.039999962,47,882,708.6905188,709.474188,366.809547,0.741433349,0.734907458,0.735442087,0.740772706
Martes_americana,Koen_22,Koen,47.690427,-83.636166,16,12,0.633834,0.005802,1.039999962,50,882,766.1378676,709.474188,366.809547,0.660921875,0.648651661,0.706874089,0.750494217
Martes_americana,Koen_23,Koen,48.942313,-83.794683,21,12,0.656408,-0.006211,1.039999962,47,882,743.5836299,709.474188,366.809547,0.694166282,0.679316751,0.689661477,0.725116136
Martes_americana,Koen_24,Koen,49.4794,-87.229594,22,12,0.644899,-0.001063,1.039999962,46,882,679.0516934,709.474188,366.809547,0.720889068,0.755528007,0.770437876,0.777640799
Martes_americana,Koen_25,Koen,49.456309,-85.225834,24,12,0.655957,-0.003418,1.039999962,46,882,728.9376114,709.474188,366.809547,0.743164276,0.739088428,0.743631756,0.767525849
Martes_americana,Koen_26,Koen,47.338746,-79.986343,26,12,0.608032,0.070834,1.447999954,46,882,770.0111732,709.474188,366.809547,0.760520633,0.761005342,0.769480726,0.768597443
Martes_americana,Koen_27,Koen,47.839442,-81.794507,11,12,0.538912,0.138677,1.039999962,46,882,757.7822878,709.474188,366.809547,0.722953334,0.731834899,0.726440202,0.730764603
Martes_americana,Koen_28,Koen,48.861365,-80.999879,19,12,0.639776,0.008909,2.057500005,44,882,736.4873188,709.474188,366.809547,0.771146103,0.753193896,0.757061628,0.759712792
Martes_americana,Koen_29,Koen,45.548693,-78.496596,23,12,0.632571,0.021499,1.039999962,48,882,794.2328244,709.474188,366.809547,0.652957807,0.652307885,0.695180231,0.768118238
Martes_americana,Koen_3,Koen,51.039145,-93.565882,22,12,0.666236,-0.032318,2.268000031,43,882,751.6707106,709.474188,366.809547,0.7853619,0.775887038,0.78189315,0.788187012
Martes_americana,Koen_4,Koen,47.533978,-79.927937,23,12,0.608538,0.050985,1.807500005,45,882,780.7777778,709.474188,366.809547,0.790639951,0.754247509,0.757543271,0.772756378
Martes_americana,Koen_5,Koen,47.193061,-79.902807,23,12,0.625173,0.032686,1.383333286,47,882,767.4067164,709.474188,366.809547,0.73863382,0.766521219,0.772206785,0.765629398
Martes_americana,Koen_6,Koen,49.681257,-87.195411,19,12,0.639795,-0.003971,1.039999962,46,882,683.6283186,709.474188,366.809547,0.739540354,0.76743215,0.779921471,0.786957407
Martes_americana,Koen_7,Koen,49.643586,-86.815925,20,12,0.630031,0.020021,1.039999962,46,882,695.0586146,709.474188,366.809547,0.760493227,0.758628951,0.773732356,0.789163629
Martes_americana,Koen_8,Koen,48.861168,-86.903911,23,12,0.623943,0.038954,0.693333308,47,882,683.2202166,709.474188,366.809547,0.723833696,0.701047874,0.712990485,0.717371246
Martes_americana,Koen_9,Koen,48.937482,-85.816417,22,12,0.618304,0.046976,1.039999962,48,882,727.0090909,709.474188,366.809547,0.666317067,0.721387306,0.752416309,0.758561767
Mephitis_mephitis,Paquette_Quebec_Mephitis,Paquette,45.38192,-72.504,345,9,0.805025,NA,34.19000053,53,2400,839.6736641,1230.394035,442.847007,0.733099981,0.72962096,0.787851386,0.801462216
Microdipodops_megacephalus,Anderson_cent,Anderson,38.93177,-115.71472,69,11,0.820564,0.042179,1.039999962,64,12.3,1976.129787,1780.520775,203.060636,0.374326111,0.437208737,0.442091115,0.450393381
Microdipodops_megacephalus,Anderson_east,Anderson,38.40495,-113.00976,49,11,0.798078,0.065634,1.039999962,59,12.3,2000.984979,1780.520775,203.060636,0.562816047,0.599989219,0.607885898,0.598246503
Microdipodops_megacephalus,Anderson_west,Anderson,41.76939,-118.7825,62,11,0.729435,0.147752,1.039999962,70,12.3,1640.305955,1780.520775,203.060636,0.409971097,0.44325813,0.482467913,0.521928225
Microdipodops_pallidus,Anderson_east_pallidus,Anderson,38.12178,-117.23987,42,10,0.731479,0.083867,1.039999962,58,13.4,2092.97619,2045.670857,145.570582,0.271944023,0.380940019,0.382281137,0.504814141
Microdipodops_pallidus,Anderson_west_pallidus,Anderson,38.511074,-118.17777,63,10,0.733576,0.084746,1.039999962,60,13.4,2044.866379,2045.670857,145.570582,0.235423127,0.400541721,0.451353285,0.522305033
Myotis_lucifugus,BAT000979,Burns,NA,NA,26,9,0.788302,-0.003212,33.62249994,53,7.77,926.2007722,971.21076,428.789421,0.659383579,0.7844112,0.795180753,0.800659334
Myotis_lucifugus,BAT001116,Burns,NA,NA,60,9,0.807952,-0.016141,3.084999979,48,7.77,811.1806084,971.21076,428.789421,0.735702017,0.766329319,0.801615963,0.812671409
Myotis_lucifugus,BAT001166,Burns,NA,NA,40,9,0.810061,-0.02314,4.100000083,43,7.77,790.0782443,971.21076,428.789421,0.809252934,0.811265465,0.816336705,0.811376592
Myotis_lucifugus,BAT001255,Burns,NA,NA,54,9,0.80038,-0.007598,4.110000134,42,7.77,766.45,971.21076,428.789421,0.82913716,0.831084767,0.825003577,0.74251466
Myotis_lucifugus,BAT001354,Burns,NA,NA,126,9,0.810183,-0.014078,10.94999981,43,7.77,813.2200489,971.21076,428.789421,0.834801249,0.853359215,0.805503738,0.725311974
Myotis_lucifugus,BAT001375,Burns,NA,NA,88,9,0.783817,0.017212,10.94999981,42,7.77,831.7736944,971.21076,428.789421,0.841944401,0.851182498,0.795185112,0.744214854
Myotis_lucifugus,BAT001453,Burns,NA,NA,29,9,0.78275,0.006515,9.120000124,42,7.77,792.7667304,971.21076,428.789421,0.815924878,0.808757,0.813681782,0.805412432
Myotis_lucifugus,BAT002054,Burns,NA,NA,15,9,0.787225,-0.01692,10.94999981,43,7.77,804.7408907,971.21076,428.789421,0.8323482,0.8502382,0.81407941,0.754134167
Myotis_lucifugus,BAT002093,Burns,NA,NA,25,9,0.783776,0.002132,16.30000035,42,7.77,833.5692008,971.21076,428.789421,0.835938363,0.848733671,0.764787103,0.699273713
Myotis_lucifugus,BAT002131,Burns,NA,NA,60,9,0.790759,0.005535,10.94999981,42,7.77,831.8826531,971.21076,428.789421,0.824902017,0.841768588,0.814622271,0.775321683
Myotis_lucifugus,BAT002183,Burns,NA,NA,70,9,0.778651,0.022144,1.039999962,41,7.77,804.5077821,971.21076,428.789421,0.817917028,0.776422955,0.664990849,0.592926417
Myotis_lucifugus,BAT002189,Burns,NA,NA,11,9,0.736726,0.036247,119.6099987,43,7.77,852.375502,971.21076,428.789421,0.791666173,0.755979093,0.802361617,0.819779635
Myotis_lucifugus,BAT002226,Burns,NA,NA,47,9,0.786434,0.008276,5.110000134,42,7.77,801.6808511,971.21076,428.789421,0.841840496,0.794018348,0.705794052,0.632666677
Myotis_lucifugus,BAT002286,Burns,NA,NA,70,9,0.78804,0.010312,46.61999957,42,7.77,841.5160256,971.21076,428.789421,0.713078797,0.786956849,0.814981241,0.784449675
Myotis_lucifugus,BAT003346,Burns,NA,NA,14,9,0.765824,0.006217,41.23666573,51,7.77,892.4702495,971.21076,428.789421,0.749672508,0.780942744,0.794563171,0.799248608
Myotis_lucifugus,Davy_10,Davy,NA,NA,27,11,0.883384,0.000728,1.211666624,59,7.77,1016.439367,971.21076,428.789421,0.621592683,0.618684397,0.638951833,0.687541189
Myotis_lucifugus,Davy_11,Davy,NA,NA,11,11,0.828009,0.03818,1.039999962,45,7.77,764.3643068,971.21076,428.789421,0.696910679,0.636188445,0.659994542,0.722132878
Myotis_lucifugus,Davy_12,Davy,NA,NA,61,11,0.889629,0.007152,1.807500005,51,7.77,1007.723104,971.21076,428.789421,0.763404202,0.794171153,0.782291679,0.78152569
Myotis_lucifugus,Davy_13,Davy,NA,NA,25,11,0.872502,0.013881,1.039999962,61,7.77,981.8731884,971.21076,428.789421,0.647010931,0.737675031,0.757851835,0.756249321
Myotis_lucifugus,Davy_14,Davy,NA,NA,39,11,0.883618,0.009492,1.039999962,66,7.77,1067.032847,971.21076,428.789421,0.62220837,0.679748178,0.734112889,0.739159987
Myotis_lucifugus,Davy_15,Davy,NA,NA,16,11,0.870423,0.004858,2.059999943,54,7.77,1384.275046,971.21076,428.789421,0.676232192,0.658669385,0.677114666,0.701900179
Myotis_lucifugus,Davy_16,Davy,NA,NA,150,11,0.904927,-0.004782,1.039999962,37,7.77,1097.939759,971.21076,428.789421,0.472244612,0.536640704,0.581904291,0.568071905
Myotis_lucifugus,Davy_17,Davy,NA,NA,59,11,0.887442,0.009618,1.039999962,42,7.77,739.1952862,971.21076,428.789421,0.648043698,0.662774612,0.693390304,0.784029625
Myotis_lucifugus,Davy_18,Davy,NA,NA,27,11,0.892321,-0.006109,1.039999962,45,7.77,794.5148862,971.21076,428.789421,0.77806421,0.772605878,0.797383483,0.832470694
Myotis_lucifugus,Davy_19,Davy,NA,NA,162,11,0.894891,0.006534,0,46,7.77,926.4883268,971.21076,428.789421,0.503413018,0.419253237,0.498694113,0.667707102
Myotis_lucifugus,Davy_2,Davy,NA,NA,29,11,0.850272,0.041916,1.039999962,32,7.77,518.2402235,971.21076,428.789421,0.819218402,0.779682541,0.747618843,0.74629421
Myotis_lucifugus,Davy_20,Davy,NA,NA,112,11,0.901938,-0.00293,1.039999962,52,7.77,840.614786,971.21076,428.789421,0.695950615,0.739426135,0.765253818,0.790548004
Myotis_lucifugus,Davy_21,Davy,NA,NA,22,11,0.876707,0.00642,1.039999962,44,7.77,754.044964,971.21076,428.789421,0.717282778,0.752370907,0.758593998,0.760235456
Myotis_lucifugus,Davy_22,Davy,NA,NA,29,11,0.870337,0.019722,1.039999962,40,7.77,741.6684685,971.21076,428.789421,0.812937762,0.812824949,0.766503316,0.752889914
Myotis_lucifugus,Davy_3,Davy,NA,NA,51,11,0.86698,0.031157,1.039999962,45,7.77,679.4904372,971.21076,428.789421,0.741594071,0.749854892,0.784207001,0.808273069
